Wall time,Step,Value
1669767156.955965,0,0.12752999365329742
1669767212.5735328,1,0.11680000275373459
1669767268.1102245,2,0.10300999879837036
1669767319.1311388,3,0.12695999443531036
1669767370.0386448,4,0.12134999781847
1669767420.7819996,5,0.12676000595092773
1669767471.4158907,6,0.12997999787330627
1669767522.0507245,7,0.14372000098228455
1669767574.5937302,8,0.1559700071811676
1669767630.31196,9,0.17743000388145447
1669767686.3791611,10,0.18456000089645386
1669767743.2984648,11,0.18211999535560608
1669767799.1224947,12,0.18368999660015106
1669767855.3054302,13,0.2099200040102005
1669767911.0658739,14,0.21141000092029572
1669767966.7635021,15,0.20600000023841858
1669768022.312694,16,0.21320000290870667
1669768078.472939,17,0.21056999266147614
1669768134.2323456,18,0.23159000277519226
1669768188.7431443,19,0.2297399938106537
1669768239.4316125,20,0.20506000518798828
1669768290.3040273,21,0.211899995803833
1669768340.8773558,22,0.23003000020980835
1669768391.3389535,23,0.241689994931221
1669768442.2429783,24,0.23864999413490295
1669768497.8219204,25,0.2385299950838089
1669768553.5079317,26,0.24410000443458557
1669768609.4183996,27,0.23228000104427338
1669768665.411548,28,0.2460400015115738
1669768721.5580168,29,0.25527000427246094
1669768777.414464,30,0.2485799938440323
1669768833.050563,31,0.26868000626564026
1669768888.875658,32,0.2593899965286255
1669768944.6213338,33,0.2697800099849701
1669769000.3316655,34,0.25905999541282654
1669769055.5428243,35,0.2764900028705597
1669769106.4486697,36,0.2787199914455414
1669769157.3716133,37,0.2850300073623657
1669769208.311083,38,0.27619999647140503
1669769259.0472887,39,0.29264000058174133
1669769309.5732431,40,0.29802998900413513
1669769361.5386207,41,0.2986699938774109
1669769417.388403,42,0.28758999705314636
1669769473.096252,43,0.2969900071620941
1669769528.7831624,44,0.2933399975299835
1669769584.5842774,45,0.3135800063610077
1669769640.704193,46,0.29113999009132385
1669769696.339605,47,0.3187200129032135
1669769752.0838804,48,0.32124999165534973
1669769807.9096484,49,0.3185200095176697
1669769863.8301833,50,0.3156000077724457
1669769919.8534567,51,0.32499000430107117
1669769975.7194657,52,0.320250004529953
1669770029.733215,53,0.3345400094985962
1669770086.5459516,54,0.3183799982070923
1669770143.2380896,55,0.32589998841285706
1669770196.172789,56,0.32545000314712524
1669770245.747645,57,0.33652999997138977
1669770295.1312509,58,0.34077998995780945
1669770344.9766517,59,0.3343200087547302
1669770395.477696,60,0.345770001411438
1669770448.6322944,61,0.3395000100135803
1669770503.6234288,62,0.34126999974250793
1669770558.4081306,63,0.34641000628471375
1669770612.8797436,64,0.36267998814582825
1669770666.7634242,65,0.36528998613357544
1669770720.316507,66,0.36134999990463257
1669770774.1481783,67,0.36719000339508057
1669770827.553413,68,0.36368000507354736
1669770881.4170723,69,0.36897000670433044
1669770935.2867405,70,0.3721500039100647
1669770989.0821247,71,0.37443000078201294
1669771040.5716915,72,0.3821299970149994
1669771090.0676932,73,0.3831700086593628
1669771139.9536297,74,0.3707599937915802
1669771193.0943403,75,0.3918600082397461
1669771247.1303651,76,0.38762998580932617
1669771301.19952,77,0.38367000222206116
1669771355.2082577,78,0.3799099922180176
1669771409.3055873,79,0.3970699906349182
1669771463.2908416,80,0.39072999358177185
1669771517.2850475,81,0.4050000011920929
1669771571.2619324,82,0.39034000039100647
1669771625.1606212,83,0.39976999163627625
1669771679.7487116,84,0.40022000670433044
1669771733.8333495,85,0.3954299986362457
1669771785.2213216,86,0.4092400074005127
1669771834.4359906,87,0.40946999192237854
1669771883.7941117,88,0.4150800108909607
1669771933.3339355,89,0.4065600037574768
1669771982.7358458,90,0.41025999188423157
1669772031.904869,91,0.4143500030040741
1669772084.9216821,92,0.4174399971961975
1669772138.819398,93,0.41929998993873596
1669772192.606831,94,0.413129985332489
1669772246.5420268,95,0.4043000042438507
1669772300.5104067,96,0.4193499982357025
1669772354.6589205,97,0.43755999207496643
1669772408.572753,98,0.4207099974155426
1669772462.4488366,99,0.4078499972820282
1669772516.2643263,100,0.43015000224113464
1669772569.8448226,101,0.4290600121021271
1669772623.7871063,102,0.43540000915527344
1669772675.238074,103,0.4264400005340576
1669772724.607443,104,0.43397000432014465
1669772773.8824372,105,0.43299999833106995
1669772822.9914203,106,0.4354400038719177
1669772872.2386806,107,0.4464400112628937
1669772921.6811423,108,0.4377099871635437
1669772972.8200428,109,0.44481000304222107
1669773026.7679117,110,0.44835999608039856
1669773080.6538162,111,0.4310399889945984
1669773134.567637,112,0.45583000779151917
1669773188.5542426,113,0.43268999457359314
1669773242.5313544,114,0.4556500017642975
1669773296.4075959,115,0.45756998658180237
1669773350.4847126,116,0.4542100131511688
1669773404.5463326,117,0.44251999258995056
1669773458.6118073,118,0.4648599922657013
1669773512.5735319,119,0.4614199995994568
1669773565.4321406,120,0.45072001218795776
1669773614.6561167,121,0.46022000908851624
1669773664.0982196,122,0.4684300124645233
1669773713.5018623,123,0.467960000038147
1669773762.694872,124,0.44444000720977783
1669773811.9773843,125,0.4601300060749054
1669773863.859212,126,0.4744099974632263
1669773917.9494472,127,0.47209998965263367
1669773969.6883638,128,0.4738300144672394
1669774024.069488,129,0.48642000555992126
1669774078.2998624,130,0.4731700122356415
