Wall time,Step,Value
1669727601.2146,0,0.10000000149011612
1669727639.418544,1,0.10000000149011612
1669727677.3272803,2,0.10000000149011612
1669727715.495456,3,0.10535000264644623
1669727753.3853853,4,0.10000000149011612
1669727791.4672084,5,0.10000000149011612
1669727829.690924,6,0.10719999670982361
1669727867.5778477,7,0.11676999926567078
1669727905.5906572,8,0.13091999292373657
1669727943.6965075,9,0.16840000450611115
1669727981.5436718,10,0.1188800036907196
1669728019.5082624,11,0.14117999374866486
1669728057.4341435,12,0.1171799972653389
1669728095.4812877,13,0.1121399998664856
1669728133.7106206,14,0.189410001039505
1669728171.8649392,15,0.19183999300003052
1669728209.8486605,16,0.20771999657154083
1669728247.7074156,17,0.18925000727176666
1669728285.8181803,18,0.2085999995470047
1669728323.7485719,19,0.2191299945116043
1669728361.8101041,20,0.20844000577926636
1669728399.7801218,21,0.21868999302387238
1669728437.641193,22,0.2244500070810318
1669728475.6601992,23,0.21747000515460968
1669728513.6458907,24,0.21774999797344208
1669728551.7619753,25,0.23469999432563782
1669728589.7520645,26,0.2340099960565567
1669728627.8177607,27,0.22304999828338623
1669728665.9413047,28,0.2342499941587448
1669728704.0238702,29,0.2347400039434433
1669728741.9796953,30,0.23517000675201416
1669728779.9950314,31,0.24883000552654266
1669728818.0389473,32,0.2472900003194809
1669728856.1887932,33,0.2554500102996826
1669728894.0964947,34,0.25600001215934753
1669728932.1205823,35,0.2348400056362152
1669728970.1361089,36,0.24812999367713928
1669729008.016209,37,0.25582000613212585
1669729046.1318772,38,0.24862000346183777
1669729084.3797386,39,0.253030002117157
1669729123.454459,40,0.2678599953651428
1669729162.000565,41,0.2699800133705139
1669729199.9973307,42,0.26693999767303467
1669729238.1076438,43,0.27066001296043396
1669729276.2316334,44,0.2790899872779846
1669729314.0349894,45,0.2820099890232086
1669729351.9144921,46,0.27199000120162964
1669729389.9477918,47,0.2832300066947937
1669729428.0117245,48,0.28650999069213867
1669729466.0668027,49,0.28801000118255615
1669729504.2499983,50,0.2862499952316284
1669729542.1536033,51,0.2818399965763092
1669729580.0657678,52,0.28014999628067017
1669729618.068636,53,0.29888999462127686
1669729656.2581143,54,0.28751999139785767
1669729694.1997466,55,0.2982900142669678
1669729732.2441719,56,0.31279000639915466
1669729770.2657065,57,0.31235000491142273
1669729808.271807,58,0.3095499873161316
1669729846.2904038,59,0.3107999861240387
1669729884.2799866,60,0.3128400146961212
1669729922.2519827,61,0.3127000033855438
1669729960.498309,62,0.31630000472068787
1669729998.582006,63,0.33024001121520996
1669730036.8085756,64,0.32207998633384705
1669730074.858045,65,0.32780998945236206
1669730112.7688687,66,0.32923001050949097
1669730150.6317909,67,0.3216699957847595
1669730188.6909893,68,0.33087998628616333
1669730226.7692642,69,0.3301900029182434
1669730264.8150356,70,0.3391300141811371
