Wall time,Step,Value
1669636925.2463582,0,0.10000000149011612
1669636963.7100039,1,0.10000000149011612
1669637002.1688251,2,0.10001000016927719
1669637040.6698267,3,0.10288000106811523
1669637079.1894763,4,0.11270999908447266
1669637117.7186346,5,0.10758999735116959
1669637156.058185,6,0.13891999423503876
1669637194.44124,7,0.13888999819755554
1669637232.7991395,8,0.12132000178098679
1669637271.2887573,9,0.17000000178813934
1669637309.630428,10,0.1576399952173233
1669637348.1400595,11,0.15688000619411469
1669637386.4481554,12,0.15762999653816223
1669637424.8320265,13,0.19989000260829926
1669637463.2039893,14,0.195810005068779
1669637501.6033342,15,0.1932400017976761
1669637539.829782,16,0.20889000594615936
1669637578.1059685,17,0.2088800072669983
1669637616.4441068,18,0.21675999462604523
1669637654.9381742,19,0.21567000448703766
1669637693.3554323,20,0.2131499946117401
1669637731.7775383,21,0.22300000488758087
1669637770.1471412,22,0.22272999584674835
1669637808.5082595,23,0.21823999285697937
1669637846.8788483,24,0.22060999274253845
1669637885.312924,25,0.22532999515533447
1669637923.578547,26,0.22864000499248505
1669637961.8897407,27,0.21897999942302704
1669638000.3104587,28,0.22804999351501465
1669638038.79822,29,0.22471000254154205
1669638077.3582683,30,0.23896999657154083
1669638115.8396327,31,0.25400999188423157
1669638154.0840974,32,0.25635001063346863
1669638192.5114496,33,0.25769999623298645
1669638230.8339963,34,0.27171000838279724
1669638269.2017071,35,0.2572999894618988
1669638307.479133,36,0.26857998967170715
1669638346.0191362,37,0.27351999282836914
1669638384.49677,38,0.27300000190734863
1669638422.9299397,39,0.2773300111293793
1669638461.2797298,40,0.2840900123119354
1669638499.5735347,41,0.27827998995780945
1669638537.9554694,42,0.28433001041412354
1669638576.3445582,43,0.2739599943161011
1669638614.88918,44,0.2852500081062317
1669638653.2130897,45,0.289000004529953
1669638691.7202296,46,0.30000999569892883
1669638730.1047628,47,0.2946299910545349
1669638768.431747,48,0.29467999935150146
1669638806.7496016,49,0.3005099892616272
1669638845.088665,50,0.2978299856185913
1669638883.6840894,51,0.3039799928665161
1669638922.1114094,52,0.2937999963760376
1669638960.510808,53,0.2992199957370758
1669638998.9184906,54,0.2994900047779083
1669639037.3270617,55,0.3050599992275238
1669639075.6785235,56,0.3117299973964691
1669639114.1990273,57,0.30774998664855957
1669639152.588702,58,0.3111099898815155
1669639191.012874,59,0.3218599855899811
1669639229.4155302,60,0.3135699927806854
1669639267.9623687,61,0.31878000497817993
1669639306.338854,62,0.3328399956226349
1669639344.743192,63,0.32798001170158386
1669639383.1658883,64,0.32839998602867126
1669639421.4760733,65,0.33002999424934387
1669639459.745107,66,0.32284000515937805
1669639498.0669563,67,0.33570000529289246
1669639536.4363723,68,0.3387799859046936
1669639574.8384252,69,0.34623000025749207
1669639613.2366219,70,0.3442299962043762
1669639651.6718285,71,0.34389999508857727
1669639690.1457512,72,0.33799999952316284
1669639728.500967,73,0.33987000584602356
1669639766.823043,74,0.3343000113964081
1669639805.1906507,75,0.3439300060272217
1669639843.5428855,76,0.3409300148487091
1669639881.8943403,77,0.35131001472473145
1669639920.28099,78,0.3471300005912781
